ID,Lote,Instalação,Zona,Bairro,Latitude,Longitude,Local,Praça,Endereço,Estado,Cidade,País,Country,Capacidade (em usuários),Google Maps,Controle de Qualidade
52,LOTE2,12/02/2014,ZONA LESTE,São Mateus,-23.612283,-46.475584,São Mateus,PRAÇA FELISBERTO FERNANDES DA SILVA / LARGO SÃO MATEUS,Rua Manuel André  88  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/NJfnv,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358faac
56,LOTE2,02/09/2015,ZONA LESTE,São Miguel,-23.4983387,-46.4522254,Vila Jacuí,PRAÇA FORTUNATO DA SILVEIRA / UNICSUL,Rua Vilma  222 - Vila Jacui,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/N0wDQ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=10feed391b08
37,LOTE2,12/11/2014,ZONA LESTE,Guaianases,-23.5437824,-46.4104721,Guaianases,PRAÇA JESUS TEIXEIRA DA COSTA,Rua Caranaíba  148 - Guaianases  São Paulo - SP  Brasil (PS: a praça na verdade são vários espaços públicos entre essas ruas),SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/W6Ums,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358f1ba
57,LOTE2,18/11/2014,ZONA LESTE,Vila Prudente,-23.5815457,-46.5853654,São Lucas,PRAÇA PADRE DAMIÃO,Praça Padre Damião - Vila Prudente?  São Paulo - SP  03126-050,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/l0MuT,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=6466b358ee10
29,LOTE2,27/10/2014,ZONA LESTE,Mooca,-23.5450799,-46.573661,Tatuapé,PRAÇA SILVIO ROMERO,Praça Silvio Romero,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/VZBah,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ee76
60,LOTE3,05/09/2014,ZONA NORTE,Casa Verde/Cachoeirinha,-23.4738711,-46.6672241,Cachoeirinha,LARGO DO JAPONES,Largo do Japonês  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/Tss3H,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=10feed391bcc
65,LOTE3,25/06/2014,ZONA NORTE,Jaçanã/Tremembé,-23.4673366,-46.5863102,Jaçanã,PRAÇA DOUTOR JOÃO BATISTA VASQUES,Rua Benjamin Pereira  762  Jaçanã  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/ObJbw,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D69550D3
63,LOTE3,23/07/2014,ZONA NORTE,Freguesia/Brasilândia,-23.450796,-46.6880572,Brasilândia,PRAÇA NA RUA DAS IBIRAIARAS,Rua das Ibiraiaras  400,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/S7ui0,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68FF10B
76,LOTE3,03/02/2015,ZONA NORTE,Vila Maria/Vila Guilherme,-23.517556,-46.568201,Vila Maria,PRAÇA NOVO MUNDO,Praça Novo Mundo - Parque Novo Mundo  São Paulo - SP  Brasil,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/QgkPF,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=c46e1f302616
61,LOTE3,14/07/2014,ZONA NORTE,Casa Verde/Cachoeirinha,-23.4959579,-46.6628014,Praça das Monções,TERMINAL CASA VERDE,Rua Bahia Formosa  90  São Paulo,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/geFT5,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6954E97
91,LOTE4,07/10/2014,ZONA OESTE,Pinheiros,-23.613237,-46.6925693,Itaim Bibi,PRAÇA ARLINDO ROSSI,R. Araçaíba  38 - Brooklin  Itaim Bibi São Paulo  04568-030,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/1VTai,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6950157
90,LOTE4,19/11/2014,ZONA OESTE,Pinheiros,-23.5541153,-46.7028779,Alto de Pinheiros,PRAÇA DO PÔR-DO-SOL,Av. Diógenes Ribeiro de Lima  110 - Alto de Pinheiros São Paulo  05458-000,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/SsBvy,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=0418D6954FB8
111,LOTE0,21/05/2014,ZONA SUL,Jabaquara,-23.662803,-46.660051,Jabaquara,PARQUE DO NABUCO,Rua Juan de La Cruz  2510  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,100,https://goo.gl/maps/Tlquf,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6890816
101,LOTE0,28/08/2014,ZONA SUL,Capela do Socorro,-23.709470,-46.698853,Cidade Dutra,PRAÇA ESCOLAR,Praça Escolar  Cidade Dutra  São Paulo - SP  Brasil,SP,São Paulo,Brasil,Brazil,100,https://goo.gl/maps/37J1Z,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6954EA0
97,LOTE0,12/12/2014,ZONA SUL,Campo Limpo,-23.640511,-46.749340,Campo Limpo,PRAÇA LUISA P DOS SANTOS (PRAÇA ARARIBA),Praça Luísa Pêra dos Santos - Parque Arariba  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,100,http://goo.gl/maps/9xJPe,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68902BB
