ID,Lote,Instalação,Zona,Bairro,Latitude,Longitude,Local,Praça,Endereço,Estado,Cidade,País,Country,Capacidade (em usuários),Google Maps,Controle de Qualidade
89,LOTE4,11/05/2014,ZONA OESTE,Butantã,-23.6038933,-46.7319971,Vila Sônia,PRAÇA ENG. NORIWUKI YAMAMOTO,Praça Eng. Noriyuki Yamamoto - Jardim Colombo  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,50,http://goo.gl/maps/azTqC,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68B37D0
80,LOTE0,22/08/2014,ZONA OESTE,Lapa,-23.5084351,-46.7506635,Jaguara,PRAÇA GENERAL GUIMARÃES,Praça General Guimarães  São Paulo - SP  Brasil,SP,São Paulo,Brasil,Brazil,50,http://goo.gl/maps/DnDCJ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=c46e1f30241c
83,LOTE0,06/10/2014,ZONA OESTE,Lapa,-23.5518505,-46.6760069,Perdizes,PRAÇA ZILDA NATEL,Av. Dr. Arnaldo  1250 - Perdizes São Paulo  01255-000,SP,São Paulo,Brasil,Brazil,50,http://goo.gl/maps/NGhhM,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D695566C
115,LOTE0,03/09/2015,ZONA SUL,Parelheiros,-23.867125,-46.652751,Parelheiros,ALDEIA TENONDE-PORÃ,Estrada João Lang  s/nº,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/EJYrE,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D69550DB
118,LOTE0,17/09/2014,ZONA SUL,Santo Amaro,-23.6254099,-46.6634494,Campo Belo,CDC CAMPO BELO,Rua Sapoti  20,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/joQpP,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=0418D689059F
112,LOTE0,11/11/2014,ZONA SUL,M'Boi Mirim,-23.722375,-46.785254,Jardim Ângela,POLO CULTURAL DO JARDIM ÂNGELA,Estrada M'Boi Mirim  5780,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/81N4b,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=0418D68FEE09
106,LOTE0,16/12/2014,ZONA SUL,Cidade Ademar,-23.695503,-46.666549,Pedreira,PRAÇA ALEXANDRE FRANCISCO REBOUÇAS,Praça Alexandre Francisco Rebouças  Jardim Pedreira  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/VdOzz,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68FF1E1
117,LOTE0,27/03/2015,ZONA SUL,Parelheiros,-23.880290,-46.741991,Marsilac,PRAÇA JOÃO ADÃO E PRAÇA JACÓ REIMBERG FILHO,Estrada Eng. Marsilac  s/n  Parelheiros São Paulo  04893-040 ?,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/FFWl8,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=0418D64D4226
116,LOTE0,,ZONA SUL,Parelheiros,-23.828284,-46.731167,Parelheiros,PRAÇA JÚLIO CÉSAR DE CAMPOS,Estr. Eng. Marcilac  13 - Parelheiros São Paulo  04893-000,SP,São Paulo,Brasil,Brazil,50,http://goo.gl/maps/iVBmQ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68902BC
95,LOTE0,11/03/2014,ZONA SUL,Vila Mariana,-23.606806,-46.640722,Saúde,PRAÇA SANTA RITA DE CÁSSIA,Praça Santa Rita de Cássia  Mirandópolis  São Paulo  Brasil,SP,São Paulo,Brasil,Brazil,50,http://goo.gl/maps/14dSP,http://simet-publico.ceptro.br/simet-box-history/indexsimetbox.html?idCookie=0418D68902BA
119,LOTE0,25/09/2014,ZONA SUL,Santo Amaro,-23.661827,-46.686424,Campo Grande,PRAÇA TUNEY ARANTES,Praça Tuney Arantes  Jardim Anhanguera  São Paulo - SP,SP,São Paulo,Brasil,Brazil,50,https://goo.gl/maps/2JvXf,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6890065
